opportunity_id;sales_agent;Produto;Conta;deal_stage;engage_date;close_date; close_value 
W1KLFNE4;Anna Snelling;MG Advanced;Isdom;Won;18/12/2016;02/03/2017;R$ 3.246,00
NKPH3EFG;Cassey Cress;MG Advanced;;Engaging;18/12/2016;;
GD2OCW12;Darcel Schlecht;GTX Basic;Finhigh;Won;18/12/2016;14/03/2017;R$ 514,00
6XO4RYXK;Donn Cantrell;GTX Plus Basic;Silis;Won;18/12/2016;15/03/2017;R$ 1.132,00
18Y7GRPW;Garret Kinder;GTX Plus Pro;Silis;Won;18/12/2016;21/03/2017;R$ 5.918,00
127ZPLXQ;Kary Hendrixson;GTXPro;Hottechi;Lost;18/12/2016;18/03/2017; R$ -   
U07C2HEG;Maureen Marcano;MG Special;Kan-code;Lost;18/12/2016;14/03/2017; R$ -   
RNTOJ78L;Rosalina Dieter;MG Special;Hatfan;Lost;18/12/2016;13/03/2017; R$ -   
N07K7DR7;Rosie Papadopoulos;MG Special;Plexzap;Engaging;18/12/2016;;
NLB4D5BQ;Versie Hillebrand;MG Advanced;Gogozoom;Won;18/12/2016;24/03/2017;R$ 2.955,00
FCFDJIEZ;Vicki Laflamme;GTXPro;Fasehatice;Won;18/12/2016;21/03/2017;R$ 3.742,00
YZGDW4G1;Violet Mclelland;MG Special;Initech;Won;18/12/2016;14/03/2017;R$ 64,00
G8AO5FA2;Wilburn Farren;MG Advanced;Initech;Lost;18/12/2016;27/03/2017; R$ -   
125VIRMX;Elease Gluck;GTK 500;Warephase;Engaging;19/12/2016;;
LXXW3TRW;Elease Gluck;GTX Plus Basic;Scotfind;Won;19/12/2016;18/03/2017;R$ 1.164,00
8KJ3H262;Elease Gluck;MG Special;Singletechno;Won;19/12/2016;07/03/2017;R$ 65,00
88POGNEL;Gladys Colclough;GTX Plus Basic;Cancity;Lost;19/12/2016;07/03/2017; R$ -   
UYP3NNU6;Kami Bicknell;GTX Basic;Groovestreet;Won;19/12/2016;16/03/2017;R$ 441,00
S1V8684Y;Marty Freudenburg;GTX Plus Basic;Finhigh;Lost;19/12/2016;12/03/2017; R$ -   
MOPWEMB5;Vicki Laflamme;GTXPro;Hatfan;Won;19/12/2016;16/03/2017;R$ 4.907,00
L62MDI48;Anna Snelling;MG Advanced;Isdom;Lost;20/12/2016;01/03/2017; R$ -   
3ECHUPQY;Daniell Hammack;GTX Plus Basic;;Engaging;20/12/2016;;
3EL8D4WO;Darcel Schlecht;MG Advanced;Codehow;Won;20/12/2016;25/03/2017;R$ 3.269,00
VOAN1NXG;Donn Cantrell;GTX Basic;Kinnamplus;Won;20/12/2016;12/03/2017;R$ 579,00
ALW92XQL;Gladys Colclough;GTX Basic;Isdom;Lost;20/12/2016;25/03/2017; R$ -   
TJ6ZA1M3;Kary Hendrixson;GTX Basic;Dalttechnology;Lost;20/12/2016;07/03/2017; R$ -   
FKAFO8O9;Kary Hendrixson;MG Special;Xx-holding;Won;20/12/2016;31/03/2017;R$ 51,00
1XBC7M9F;Markita Hansen;MG Special;Faxquote;Won;20/12/2016;08/03/2017;R$ 64,00
8IXBS90G;Rosie Papadopoulos;MG Special;Donware;Won;20/12/2016;08/03/2017;R$ 60,00
2X45BEOS;Cassey Cress;GTX Plus Basic;Ganjaflex;Won;21/12/2016;27/03/2017;R$ 1.186,00
EQ8X0QTL;Corliss Cosme;MG Advanced;Yearin;Won;21/12/2016;09/03/2017;R$ 3.577,00
5QD53WHF;Daniell Hammack;GTX Plus Basic;Donquadtech;Won;21/12/2016;07/03/2017;R$ 1.020,00
K5CWSFCW;Elease Gluck;GTXPro;Blackzim;Engaging;21/12/2016;;
79EABK3X;Hayden Neloms;MG Special;Zoomit;Won;21/12/2016;23/03/2017;R$ 53,00
2DKO9X1T;Jonathan Berthelot;GTX Basic;Rundofase;Lost;21/12/2016;10/03/2017; R$ -   
IBDEQVBN;Kary Hendrixson;GTX Basic;Faxquote;Lost;21/12/2016;28/03/2017; R$ -   
QZ3VV4C1;Kary Hendrixson;GTXPro;Sunnamplex;Won;21/12/2016;08/03/2017;R$ 4.719,00
62AK8UWX;Moses Frase;GTX Basic;Codehow;Won;21/12/2016;22/03/2017;R$ 546,00
5QM4ORNT;Niesha Huffines;GTX Plus Basic;Domzoom;Won;21/12/2016;21/03/2017;R$ 1.212,00
4H2QMS78;Vicki Laflamme;GTX Basic;;Engaging;21/12/2016;;
S91N9YBL;Vicki Laflamme;GTX Basic;Sunnamplex;Lost;21/12/2016;08/03/2017; R$ -   
44H0FJMH;Anna Snelling;GTX Plus Pro;Bioholding;Lost;22/12/2016;27/03/2017; R$ -   
N5AZLQZR;Gladys Colclough;GTX Plus Pro;Dontechi;Won;22/12/2016;14/03/2017;R$ 5.533,00
4T295XQL;Kami Bicknell;MG Advanced;Finjob;Won;22/12/2016;01/03/2017;R$ 3.295,00
YFS5KLJJ;Rosalina Dieter;MG Special;Finjob;Won;22/12/2016;31/03/2017;R$ 45,00
S8GLKDB9;Violet Mclelland;MG Special;Bioplex;Won;22/12/2016;04/03/2017;R$ 56,00
SQLYCFGV;Zane Levy;GTXPro;Opentech;Engaging;22/12/2016;;
EUG019AS;Corliss Cosme;GTX Basic;;Engaging;23/12/2016;;
IE7VQ5BA;Daniell Hammack;GTX Plus Basic;Finhigh;Engaging;23/12/2016;;
01QKN578;Darcel Schlecht;GTXPro;Funholding;Won;23/12/2016;20/03/2017;R$ 4.247,00
M0JKP0HT;Gladys Colclough;MG Advanced;Isdom;Won;23/12/2016;13/03/2017;R$ 3.440,00
ZC3KKSUK;James Ascencio;GTXPro;Plexzap;Won;23/12/2016;02/03/2017;R$ 5.040,00
3X8VLQ5G;Jonathan Berthelot;GTX Basic;Cancity;Won;23/12/2016;12/03/2017;R$ 469,00
EZLXL6GL;Moses Frase;MG Special;Isdom;Won;23/12/2016;07/03/2017;R$ 58,00
R8PEL8V8;Cecily Lampkin;MG Advanced;Isdom;Won;24/12/2016;16/03/2017;R$ 2.955,00
L1R32S8H;Corliss Cosme;GTX Plus Pro;Condax;Won;24/12/2016;26/03/2017;R$ 5.228,00
J7N8J8NM;Darcel Schlecht;MG Advanced;Toughzap;Won;24/12/2016;14/03/2017;R$ 3.358,00
TO7PGVP1;Elease Gluck;GTX Plus Pro;Green-Plus;Lost;24/12/2016;29/03/2017; R$ -   
A051G1B4;Jonathan Berthelot;GTX Basic;Codehow;Won;24/12/2016;31/03/2017;R$ 517,00
NMDMM5YJ;Moses Frase;GTX Basic;Dontechi;Won;24/12/2016;03/03/2017;R$ 615,00
LWPJEV3U;Niesha Huffines;GTX Basic;Domzoom;Lost;24/12/2016;10/03/2017; R$ -   
I93ZFHEM;Versie Hillebrand;MG Special;Condax;Won;24/12/2016;08/03/2017;R$ 62,00
B2VJCVBB;Darcel Schlecht;GTX Plus Pro;Isdom;Won;25/12/2016;13/03/2017;R$ 4.711,00
F90O03ZH;Donn Cantrell;GTXPro;Kinnamplus;Lost;25/12/2016;23/03/2017; R$ -   
PC78RLUX;Garret Kinder;GTX Basic;Yearin;Won;25/12/2016;30/03/2017;R$ 510,00
X6GL64T5;Gladys Colclough;GTXPro;Warephase;Won;25/12/2016;25/03/2017;R$ 4.891,00
OWM3BPGW;Hayden Neloms;GTX Plus Basic;Green-Plus;Won;25/12/2016;17/03/2017;R$ 926,00
RP5PS9A5;Lajuana Vencill;MG Special;Betatech;Won;25/12/2016;10/03/2017;R$ 56,00
AI76U58A;Maureen Marcano;GTX Basic;Treequote;Engaging;25/12/2016;;
KFPM2LJW;Rosalina Dieter;GTX Basic;;Engaging;25/12/2016;;
F2PW7WP2;Violet Mclelland;MG Special;Ontomedia;Won;25/12/2016;05/03/2017;R$ 47,00
GK8YD2XW;Darcel Schlecht;GTX Basic;Rangreen;Lost;26/12/2016;23/03/2017; R$ -   
U4LRR9E9;James Ascencio;GTX Plus Pro;Nam-zim;Won;26/12/2016;10/03/2017;R$ 6.490,00
B00UMAV4;Kami Bicknell;MG Advanced;Gogozoom;Engaging;26/12/2016;;
C8TV7R8A;Kary Hendrixson;GTXPro;;Engaging;26/12/2016;;
9N55D1AH;Niesha Huffines;MG Advanced;Treequote;Won;26/12/2016;02/03/2017;R$ 3.841,00
2VCDVCIZ;Kary Hendrixson;GTX Basic;;Engaging;27/12/2016;;
WI4PODA2;Kary Hendrixson;GTX Plus Pro;Faxquote;Won;27/12/2016;15/03/2017;R$ 5.256,00
VF1V41RI;Markita Hansen;MG Special;Kan-code;Lost;27/12/2016;28/03/2017; R$ -   
1B4L7TNG;Markita Hansen;MG Advanced;Sonron;Lost;27/12/2016;25/03/2017; R$ -   
MZAN11FT;Anna Snelling;GTX Basic;Conecom;Won;28/12/2016;01/03/2017;R$ 625,00
0U3WVJO0;Corliss Cosme;GTXPro;;Engaging;28/12/2016;;
0IO00FNS;Darcel Schlecht;GTXPro;Warephase;Lost;28/12/2016;16/03/2017; R$ -   
8S6TNXYB;Darcel Schlecht;GTXPro;Conecom;Won;28/12/2016;22/03/2017;R$ 3.952,00
PMMW9JX3;Kary Hendrixson;GTX Basic;;Engaging;28/12/2016;;
MOLGOSGE;Kary Hendrixson;GTX Plus Pro;Konex;Won;28/12/2016;13/03/2017;R$ 5.515,00
FA1VHZSV;Reed Clapper;MG Special;Vehement Capital Partners;Won;28/12/2016;16/03/2017;R$ 57,00
PXQEX039;Versie Hillebrand;MG Special;Konmatfix;Won;28/12/2016;28/03/2017;R$ 51,00
RX56S6G3;Vicki Laflamme;MG Advanced;Fasehatice;Won;28/12/2016;13/03/2017;R$ 3.803,00
G4F8W039;Anna Snelling;GTX Plus Pro;Rundofase;Won;29/12/2016;27/03/2017;R$ 5.459,00
4T31MWVO;Anna Snelling;MG Advanced;Stanredtax;Won;29/12/2016;23/03/2017;R$ 4.148,00
2HT2R2GY;Cassey Cress;GTX Plus Pro;;Engaging;29/12/2016;;
83XN082U;Corliss Cosme;GTX Plus Pro;Ganjaflex;Won;29/12/2016;23/03/2017;R$ 5.002,00
J21W3WIW;Corliss Cosme;MG Advanced;Gekko & Co;Won;29/12/2016;03/03/2017;R$ 3.351,00
52UPJFYI;Gladys Colclough;GTX Basic;Domzoom;Won;29/12/2016;19/03/2017;R$ 571,00
QOL51JIB;James Ascencio;GTX Basic;Goodsilron;Won;29/12/2016;10/03/2017;R$ 601,00
13GM5I6M;Kami Bicknell;GTXPro;;Engaging;29/12/2016;;
93AGN8A6;Markita Hansen;GTX Basic;Zoomit;Won;29/12/2016;13/03/2017;R$ 576,00
J7UNJFJL;Marty Freudenburg;MG Special;Funholding;Won;29/12/2016;03/03/2017;R$ 52,00
A4H5ESTU;Maureen Marcano;GTX Plus Basic;Fasehatice;Won;29/12/2016;13/03/2017;R$ 1.185,00
8EZ04VQB;Reed Clapper;GTX Plus Basic;Gekko & Co;Lost;29/12/2016;28/03/2017; R$ -   
4501T63I;Rosalina Dieter;MG Special;Plexzap;Won;29/12/2016;14/03/2017;R$ 56,00
9IA34L8S;Vicki Laflamme;GTX Basic;;Engaging;29/12/2016;;
FPNGEJRC;Violet Mclelland;MG Special;Opentech;Won;29/12/2016;29/03/2017;R$ 54,00
S33WRL0Y;Zane Levy;GTXPro;Xx-holding;Won;29/12/2016;13/03/2017;R$ 4.818,00
Q7IRUJK7;Anna Snelling;GTX Plus Pro;Codehow;Won;01/01/2017;01/03/2017;R$ 5.087,00
DTZPYISJ;Daniell Hammack;GTX Plus Basic;Opentech;Won;01/01/2017;19/03/2017;R$ 1.116,00
Y9HWSG8Z;Darcel Schlecht;GTX Basic;Gogozoom;Won;01/01/2017;20/03/2017;R$ 510,00
5T8Q2YID;Elease Gluck;MG Special;;Engaging;01/01/2017;;
JOQCXC9Z;Jonathan Berthelot;GTX Basic;Streethex;Won;01/01/2017;16/03/2017;R$ 565,00
AP7PCLAZ;Kami Bicknell;GTX Basic;Finjob;Won;01/01/2017;26/03/2017;R$ 633,00
BIE471SO;Reed Clapper;MG Advanced;Xx-zobam;Won;01/01/2017;29/03/2017;R$ 3.962,00
UA8AWDG4;Vicki Laflamme;MG Advanced;Y-corporation;Won;01/01/2017;22/03/2017;R$ 3.672,00
BTT6YAVZ;Zane Levy;GTX Plus Basic;Green-Plus;Engaging;01/01/2017;;
FZDRB789;Zane Levy;GTXPro;Goodsilron;Won;01/01/2017;18/03/2017;R$ 4.586,00
PC1NUL8Q;Anna Snelling;MG Special;Hottechi;Won;02/01/2017;02/03/2017;R$ 60,00
O7UUAK3Y;Corliss Cosme;GTX Plus Basic;dambase;Engaging;02/01/2017;;
TLOHEQ18;Corliss Cosme;GTX Plus Basic;;Engaging;02/01/2017;;
F1X5ZJ7V;Jonathan Berthelot;GTX Basic;Dontechi;Won;02/01/2017;04/05/2017;R$ 572,00
IF7MJ88P;Kary Hendrixson;GTX Basic;Goodsilron;Won;02/01/2017;01/03/2017;R$ 550,00
06B7XWPC;Kary Hendrixson;GTXPro;Sonron;Won;02/01/2017;17/03/2017;R$ 4.125,00
12MQ3WM8;Marty Freudenburg;MG Advanced;Zumgoity;Won;02/01/2017;10/03/2017;R$ 3.647,00
91M6FY8S;Moses Frase;GTX Basic;Dontechi;Won;02/01/2017;21/03/2017;R$ 573,00
0LNZRNEU;Violet Mclelland;GTX Basic;Zencorporation;Won;02/01/2017;29/03/2017;R$ 542,00
NKOKUS7D;Cassey Cress;MG Advanced;Donware;Won;03/01/2017;12/03/2017;R$ 3.479,00
NF6GCTMV;Daniell Hammack;MG Advanced;Ganjaflex;Lost;03/01/2017;22/03/2017; R$ -   
I4UCA7CU;Darcel Schlecht;GTX Plus Basic;Stanredtax;Won;03/01/2017;21/03/2017;R$ 1.012,00
EWDOBEM6;Hayden Neloms;MG Special;;Engaging;03/01/2017;;
1LI7ETNZ;James Ascencio;GTX Plus Basic;Doncon;Won;03/01/2017;06/03/2017;R$ 990,00
N36DEZBR;James Ascencio;GTXPro;Sunnamplex;Won;03/01/2017;18/03/2017;R$ 4.374,00
77ZECYVJ;Kary Hendrixson;GTX Basic;Finjob;Lost;03/01/2017;17/03/2017; R$ -   
IRB461Y7;Kary Hendrixson;GTX Plus Basic;Xx-holding;Won;03/01/2017;30/03/2017;R$ 1.054,00
NM2Q3CGW;Vicki Laflamme;MG Special;Scotfind;Won;03/01/2017;15/03/2017;R$ 55,00
OEEUEIPJ;Violet Mclelland;MG Special;Ganjaflex;Lost;03/01/2017;05/03/2017; R$ -   
5E14LG51;Boris Faz;GTX Plus Basic;Iselectrics;Won;04/01/2017;25/03/2017;R$ 1.073,00
TIAGZQ54;Cecily Lampkin;MG Advanced;Genco Pura Olive Oil Company;Lost;04/01/2017;20/03/2017; R$ -   
QM6VR1H5;Daniell Hammack;GTX Plus Pro;;Engaging;04/01/2017;;
QR2BDRAI;James Ascencio;MG Advanced;;Engaging;04/01/2017;;
Z75ND4JF;Kary Hendrixson;GTX Basic;;Engaging;04/01/2017;;
CRX91A45;Kary Hendrixson;GTX Basic;Faxquote;Won;04/01/2017;16/03/2017;R$ 586,00
ZOQ8RC86;Marty Freudenburg;GTXPro;Treequote;Won;04/01/2017;05/05/2017;R$ 4.667,00
SV4SOO2K;Vicki Laflamme;GTX Plus Basic;Hottechi;Won;04/01/2017;28/03/2017;R$ 880,00
ITHR5WLF;Vicki Laflamme;MG Advanced;Plexzap;Won;04/01/2017;12/03/2017;R$ 3.676,00
CGWJ1WHI;Wilburn Farren;MG Special;;Engaging;04/01/2017;;
279625VN;Anna Snelling;MG Advanced;Funholding;Lost;05/01/2017;25/03/2017; R$ -   
M16D8PYH;Daniell Hammack;GTX Plus Pro;;Engaging;05/01/2017;;
RK52YU8S;Darcel Schlecht;GTXPro;Treequote;Lost;05/01/2017;09/03/2017; R$ -   
E8EY51IC;Garret Kinder;GTX Plus Basic;Opentech;Lost;05/01/2017;26/03/2017; R$ -   
HG07LMHI;Jonathan Berthelot;GTXPro;Treequote;Won;05/01/2017;19/03/2017;R$ 4.716,00
VPXW8RJS;Kami Bicknell;MG Advanced;;Engaging;05/01/2017;;
85XNDIK1;Kary Hendrixson;GTX Basic;Blackzim;Lost;05/01/2017;30/03/2017; R$ -   
2U54WYQ1;Vicki Laflamme;GTXPro;Goodsilron;Won;05/01/2017;23/03/2017;R$ 4.211,00
VCA1WAB0;Anna Snelling;MG Advanced;Funholding;Lost;06/01/2017;21/03/2017; R$ -   
T7T1YIM7;Boris Faz;GTX Plus Pro;;Engaging;06/01/2017;;
MXNVX2AM;Darcel Schlecht;GTXPro;Codehow;Lost;06/01/2017;18/03/2017; R$ -   
1G866GH4;Darcel Schlecht;MG Special;Toughzap;Won;06/01/2017;17/03/2017;R$ 56,00
WDG0B1IR;Gladys Colclough;MG Special;Rundofase;Lost;06/01/2017;23/03/2017; R$ -   
Q5CABPMO;Gladys Colclough;MG Special;Funholding;Won;06/01/2017;23/03/2017;R$ 44,00
HHBA93J5;Kary Hendrixson;GTX Basic;Konex;Won;06/01/2017;27/03/2017;R$ 532,00
R0W6A9BG;Lajuana Vencill;GTX Basic;Treequote;Lost;06/01/2017;10/05/2017; R$ -   
P5EGQ0HI;Lajuana Vencill;GTX Basic;Zumgoity;Lost;06/01/2017;20/03/2017; R$ -   
L1EJIE5L;Reed Clapper;GTXPro;Kinnamplus;Lost;06/01/2017;17/03/2017; R$ -   
S3XI6YB3;Versie Hillebrand;GTX Basic;Domzoom;Lost;06/01/2017;24/03/2017; R$ -   
BBC3JB3H;Anna Snelling;GTX Basic;Isdom;Won;07/01/2017;08/03/2017;R$ 622,00
4JHY98UG;Cassey Cress;GTX Basic;;Engaging;07/01/2017;;
7XVLKX8G;Cecily Lampkin;GTX Plus Pro;Cancity;Lost;07/01/2017;05/03/2017; R$ -   
G39V1X3G;Corliss Cosme;MG Special;;Engaging;07/01/2017;;
OX4P78HP;Corliss Cosme;GTX Plus Basic;Xx-zobam;Won;07/01/2017;16/03/2017;R$ 1.257,00
72LNJRY9;Maureen Marcano;GTX Plus Basic;Lexiqvolax;Won;07/01/2017;25/03/2017;R$ 1.135,00
8C2WG2FB;Zane Levy;MG Advanced;Hottechi;Lost;07/01/2017;28/03/2017; R$ -   
L0345WKB;Zane Levy;GTXPro;Newex;Won;07/01/2017;14/03/2017;R$ 4.313,00
S24L8LVR;Anna Snelling;GTX Plus Pro;dambase;Won;08/01/2017;18/03/2017;R$ 5.210,00
JXWXEJXE;Lajuana Vencill;MG Special;Ron-tech;Won;08/01/2017;27/03/2017;R$ 47,00
W2JCRPLX;Markita Hansen;MG Advanced;Konex;Won;08/01/2017;22/03/2017;R$ 3.220,00
EQCD7G7Q;Rosalina Dieter;GTX Basic;Initech;Engaging;08/01/2017;;
1M2I2NXQ;Rosie Papadopoulos;MG Special;Donware;Won;08/01/2017;26/03/2017;R$ 47,00
XYNTWPN1;Violet Mclelland;MG Special;Rundofase;Engaging;08/01/2017;;
54EGR0AD;Violet Mclelland;MG Special;Yearin;Won;08/01/2017;25/03/2017;R$ 63,00
VT5Y73GX;Anna Snelling;MG Special;Betatech;Won;09/01/2017;15/03/2017;R$ 56,00
8O9V7UOZ;Anna Snelling;MG Special;Rundofase;Won;09/01/2017;01/03/2017;R$ 65,00
GIIC5H9X;Boris Faz;GTX Plus Pro;Donquadtech;Won;09/01/2017;19/03/2017;R$ 5.743,00
9WMU7YHD;Cassey Cress;MG Special;Mathtouch;Won;09/01/2017;03/03/2017;R$ 53,00
8BQMFR86;Corliss Cosme;GTX Plus Pro;Betasoloin;Won;09/01/2017;30/03/2017;R$ 4.974,00
DDCC6ZPK;Donn Cantrell;MG Advanced;Ontomedia;Won;09/01/2017;25/03/2017;R$ 3.892,00
YMGWLEHY;Garret Kinder;GTXPro;Betasoloin;Won;09/01/2017;21/03/2017;R$ 3.822,00
FKS9MVF6;Jonathan Berthelot;GTX Basic;Inity;Won;09/01/2017;02/03/2017;R$ 504,00
6Q67ZUJ1;Maureen Marcano;MG Special;;Engaging;09/01/2017;;
HF8ABDF6;Rosalina Dieter;MG Advanced;Xx-holding;Won;09/01/2017;29/03/2017;R$ 3.145,00
Y6UBZM6P;Vicki Laflamme;GTX Plus Pro;;Engaging;09/01/2017;;
SIRC44NM;Vicki Laflamme;GTX Basic;Finjob;Won;09/01/2017;27/03/2017;R$ 564,00
7S6SHJJG;Zane Levy;GTX Plus Basic;Fasehatice;Won;09/01/2017;14/03/2017;R$ 1.117,00
ZE84UHHB;Anna Snelling;MG Special;Inity;Won;10/01/2017;26/03/2017;R$ 59,00
2R3ZA84D;Darcel Schlecht;MG Special;Finhigh;Won;10/01/2017;28/03/2017;R$ 52,00
LTTYTAXA;Donn Cantrell;GTXPro;Kan-code;Won;10/01/2017;24/03/2017;R$ 4.694,00
RIW4VWBW;Hayden Neloms;GTX Plus Pro;;Engaging;10/01/2017;;
ZWFPD71J;Kami Bicknell;GTXPro;Plusstrip;Won;10/01/2017;06/03/2017;R$ 5.620,00
T5C527Z9;Kary Hendrixson;GTX Plus Basic;Singletechno;Won;10/01/2017;08/03/2017;R$ 1.095,00
XC4LTIEO;Lajuana Vencill;GTX Basic;Conecom;Lost;10/01/2017;02/05/2017; R$ -   
AEBF9M5T;Lajuana Vencill;GTX Basic;Ron-tech;Won;10/01/2017;30/03/2017;R$ 489,00
DWUD4S0P;Markita Hansen;GTX Basic;;Engaging;10/01/2017;;
MCE5DKD1;Markita Hansen;MG Special;Bioholding;Engaging;10/01/2017;;
EV46ES18;Markita Hansen;GTX Plus Pro;Golddex;Won;10/01/2017;16/03/2017;R$ 5.908,00
ID3IJHUS;Markita Hansen;MG Advanced;Xx-holding;Won;10/01/2017;11/03/2017;R$ 3.820,00
YBJ72HKE;Maureen Marcano;GTX Plus Basic;Hottechi;Lost;10/01/2017;12/03/2017; R$ -   
RW39Y63V;Vicki Laflamme;GTXPro;;Engaging;10/01/2017;;
5DEO8EDS;Vicki Laflamme;GTX Basic;Rantouch;Won;10/01/2017;20/03/2017;R$ 581,00
8LW65NDL;Violet Mclelland;GTX Plus Pro;;Engaging;10/01/2017;;
CJ2ON1LV;Corliss Cosme;GTXPro;Nam-zim;Engaging;11/01/2017;;
4I8X7EMW;Corliss Cosme;GTXPro;;Engaging;11/01/2017;;
WPXAMXD2;Darcel Schlecht;GTX Plus Pro;Funholding;Lost;11/01/2017;10/03/2017; R$ -   
A4BBDK82;Jonathan Berthelot;GTX Basic;Gogozoom;Won;11/01/2017;28/03/2017;R$ 585,00
LMOAYCUK;Kami Bicknell;GTX Plus Basic;Plusstrip;Engaging;11/01/2017;;
4XCJP60W;Kami Bicknell;GTX Basic;Nam-zim;Won;11/01/2017;06/05/2017;R$ 572,00
CDKX2A19;Lajuana Vencill;MG Advanced;Zumgoity;Won;11/01/2017;12/03/2017;R$ 3.669,00
344I60EI;Markita Hansen;GTX Plus Basic;Golddex;Won;11/01/2017;16/03/2017;R$ 1.091,00
YI30GSB5;Marty Freudenburg;GTX Plus Basic;Rangreen;Lost;11/01/2017;31/03/2017; R$ -   
0IYQX303;Reed Clapper;GTXPro;Donquadtech;Won;11/01/2017;17/03/2017;R$ 4.905,00
6IMUQYMN;Corliss Cosme;GTX Basic;Vehement Capital Partners;Won;12/01/2017;10/03/2017;R$ 540,00
N9GAZ6B6;Gladys Colclough;MG Special;Zumgoity;Won;12/01/2017;20/03/2017;R$ 49,00
8O3IYWSM;Jonathan Berthelot;GTX Basic;Globex Corporation;Won;12/01/2017;17/05/2017;R$ 513,00
R3OR0J5C;Lajuana Vencill;MG Special;Gogozoom;Won;12/01/2017;30/03/2017;R$ 54,00
VCSHYIU8;Maureen Marcano;GTX Plus Basic;;Engaging;12/01/2017;;
0I6U3MQ6;Violet Mclelland;GTX Basic;Funholding;Engaging;12/01/2017;;
RXV4UXRE;Violet Mclelland;MG Special;Yearin;Won;12/01/2017;23/03/2017;R$ 56,00
5AKGNKX1;Anna Snelling;MG Special;Konmatfix;Won;13/01/2017;16/03/2017;R$ 58,00
KNLMLTJH;Anna Snelling;MG Special;Treequote;Won;13/01/2017;27/03/2017;R$ 58,00
WRUG19FZ;Hayden Neloms;MG Advanced;Vehement Capital Partners;Engaging;13/01/2017;;
UQQE9ILV;James Ascencio;GTXPro;Iselectrics;Engaging;13/01/2017;;
G9GH5KV5;Kami Bicknell;GTXPro;Nam-zim;Won;13/01/2017;21/03/2017;R$ 4.453,00
H06UZJH8;Kary Hendrixson;MG Special;Plusstrip;Lost;13/01/2017;08/05/2017; R$ -   
K1RXVUG9;Kary Hendrixson;GTX Basic;Nam-zim;Won;13/01/2017;14/03/2017;R$ 619,00
1QT3STIA;Maureen Marcano;GTX Plus Pro;Xx-holding;Won;13/01/2017;14/05/2017;R$ 5.163,00
070M5M6X;Maureen Marcano;GTXPro;Green-Plus;Won;13/01/2017;25/03/2017;R$ 4.071,00
DFTR2O9K;Reed Clapper;MG Special;Donquadtech;Won;13/01/2017;08/05/2017;R$ 56,00
W8CXDBQN;Vicki Laflamme;MG Special;;Engaging;13/01/2017;;
S9MECO24;Violet Mclelland;MG Advanced;Sumace;Lost;13/01/2017;31/03/2017; R$ -   
EJSFO67U;Donn Cantrell;GTXPro;Zotware;Won;14/01/2017;29/03/2017;R$ 4.375,00
VKT0UN11;James Ascencio;MG Advanced;Codehow;Engaging;14/01/2017;;
SKTD4GGU;Kami Bicknell;GTX Basic;Golddex;Won;14/01/2017;28/03/2017;R$ 610,00
JIACLB24;Vicki Laflamme;GTX Basic;Scottech;Engaging;14/01/2017;;
SNAPG5KC;Vicki Laflamme;MG Advanced;Hatfan;Lost;14/01/2017;05/05/2017; R$ -   
561707V4;Vicki Laflamme;GTXPro;Xx-holding;Won;14/01/2017;17/03/2017;R$ 4.554,00
J28ZRO9G;Wilburn Farren;MG Advanced;Konex;Won;14/01/2017;18/05/2017;R$ 2.880,00
5VYJCJAE;Corliss Cosme;GTX Plus Pro;Zoomit;Engaging;15/01/2017;;
BTUG5VDL;Corliss Cosme;GTXPro;Inity;Engaging;15/01/2017;;
KZ8Q0AFX;Corliss Cosme;GTX Plus Basic;Initech;Lost;15/01/2017;02/05/2017; R$ -   
CT3HBBI2;Elease Gluck;MG Special;Mathtouch;Engaging;15/01/2017;;
AOOFHH6F;Markita Hansen;MG Special;Scotfind;Won;15/01/2017;18/05/2017;R$ 60,00
5U9Y1P87;Maureen Marcano;GTX Basic;Condax;Won;15/01/2017;21/03/2017;R$ 688,00
J0Y91LUA;Maureen Marcano;GTX Plus Pro;Goodsilron;Won;15/01/2017;22/03/2017;R$ 6.142,00
YBRZQFEO;Maureen Marcano;GTXPro;Green-Plus;Won;15/01/2017;31/03/2017;R$ 4.939,00
PHR8KB1Y;Niesha Huffines;GTX Plus Pro;Warephase;Won;15/01/2017;15/05/2017;R$ 6.270,00
GR2X90DZ;Vicki Laflamme;GTX Basic;;Engaging;15/01/2017;;
TBZMXKH4;Wilburn Farren;MG Advanced;Acme Corporation;Won;15/01/2017;29/03/2017;R$ 3.833,00
WNXZ1FGS;Daniell Hammack;GTX Plus Basic;Bubba Gump;Lost;16/01/2017;28/03/2017; R$ -   
S3W6Q07M;Kami Bicknell;GTX Plus Pro;Acme Corporation;Engaging;16/01/2017;;
K64TY8LU;Maureen Marcano;MG Special;;Engaging;16/01/2017;;
6389JY2H;Moses Frase;MG Special;Hottechi;Won;16/01/2017;02/06/2017;R$ 57,00
SZ81H1PM;Versie Hillebrand;MG Special;Cancity;Won;16/01/2017;17/03/2017;R$ 47,00
M842E8JB;Violet Mclelland;MG Special;Donware;Lost;16/01/2017;13/03/2017; R$ -   
JRJ7DBW5;Daniell Hammack;MG Advanced;Plussunin;Lost;17/01/2017;19/03/2017; R$ -   
N9C0OCYY;Gladys Colclough;MG Special;Inity;Won;17/01/2017;04/05/2017;R$ 57,00
